,belongs_to_collection,genres,original_language,popularity,production_companies,runtime,spoken_languages,title,vote_average
22281,Eberhofer Krimi Collection,"['Comedy', 'Crime']",de,1.406317,['Constantin Film'],87.0,['Deutsch'],Dampfnudelblues,6.4
22283,Zatôichi: The Blind Swordsman,"['Action', 'Drama']",ja,1.133042,['Daiei Studios'],83.0,['日本語'],Zatôichi's Vengeance,5.6
22284,Zatôichi: The Blind Swordsman,['Drama'],ja,1.291947,['Daiei Studios'],82.0,['日本語'],Zatôichi's Pilgrimage,7.7
22285,Anchorman Collection,['Comedy'],en,7.600751,"['Paramount Pictures', 'Gary Sanchez Productions', 'Apatow Productions']",119.0,['English'],Anchorman 2: The Legend Continues,6.0
22307,Demons Collection,"['Horror', 'Fantasy']",it,4.453477,['DACFILM Rome'],91.0,"['English', 'Italiano']",Demons 2,5.8
22316,Ninja Collection,"['Action', 'Crime', 'Thriller']",en,5.632097,"['Millennium Films', ""Swingin' Productions""]",95.0,"['English', '日本語']",Ninja: Shadow of a Tear,5.9
22330,The Hunters Collection,"['Crime', 'Thriller', 'Mystery']",sv,2.354815,"['Filmpool Nord', 'Sonet Film AB', 'Harmonica Films']",129.0,['svenska'],False Trail,6.3
22331,The Sheriff and the Satellite Kid Collection,"['Comedy', 'Science Fiction']",it,3.399599,['Leone Film'],99.0,"['English', 'Italiano']",Why Did You Pick On Me?,5.7
22339,"F*ck You, Goethe Collection",['Comedy'],de,12.957093,"['Rat Pack Filmproduktion', 'Constantin Film Produktion']",119.0,['Deutsch'],Fuck You Goethe,7.1
22375,Zatôichi: The Blind Swordsman,"['Adventure', 'Action', 'Drama']",ja,0.838838,['Daiei Studios'],93.0,['日本語'],Zatôichi's Cane Sword,6.8
22394,Dhoom Series,"['Action', 'Crime', 'Drama', 'Thriller']",hi,3.106495,['Yash Raj Films'],124.0,"['English', 'Deutsch', 'हिन्दी']",Dhoom,6.2
22406,12 Rounds Collection,"['Action', 'Adventure']",en,6.35611,['WWE Studios'],95.0,['English'],12 Rounds 2: Reloaded,5.6
22408,Zanna Bianca Collection,"['Western', 'Adventure', 'Family']",it,0.879724,"['Les Productions Fox Europa', 'Oceania Produzioni Internazionali Cinematografiche', 'In-Cine Compañía Industrial Cinematográfica']",102.0,['Italiano'],White Fang,6.2
22412,Demonic Toys Collection,"['Horror', 'Thriller', 'Science Fiction', 'Action', 'Fantasy']",en,1.05016,['Full Moon Entertainment'],64.0,['English'],Dollman vs. Demonic Toys,4.2
22415,Paranormal Activity Collection,"['Horror', 'Thriller']",en,8.898523,"['Blumhouse Productions', 'Room 101', 'Solana Films']",84.0,['English'],Paranormal Activity: The Marked Ones,5.2
22422,MacGyver (TV Movies) Collection,"['Action', 'Adventure']",en,3.370861,"['Gekko Film', 'Paramount Network Television']",93.0,"['English', 'Français']",MacGyver: Trail to Doomsday,5.5
22457,Dragon Ball Z (Movie) Collection,"['Animation', 'Action']",ja,10.834344,"['Twentieth Century Fox Film Corporation', 'Toei Animation', 'Yasahi-Mation Productions']",85.0,"['English', '日本語']",Dragon Ball Z: Battle of Gods,6.5
22475,Dragon Ball Z (Movie) Collection,"['Action', 'Animation', 'Adventure']",ja,3.961243,['Toei Animation'],43.0,"['English', '日本語']",Dragon Ball Z: Lord Slug,6.2
22498,The Klapisch Trilogy,"['Comedy', 'Drama', 'Romance']",fr,9.559788,"['Ce Qui Me Meut', 'Opposite Field Pictures', 'Compagnie Cinématographique', 'La Panache Productions']",117.0,"['Français', 'English', 'Español', '广州话 / 廣州話', '']",Chinese Puzzle,6.4
22501,Dragon Ball Collection,"['Action', 'Animation']",ja,2.175262,['Toei Animation'],74.0,['日本語'],Dragon Ball: The Path to Power,7.0
22506,Sammy's Adventure Collection,"['Adventure', 'Animation']",en,5.107345,"['Studio Canal', 'Warner Bros.', 'uFilm', 'nWave Pictures']",92.0,['English'],A Turtle’s Tale 2: Sammy’s Escape From Paradise,5.5
22520,Ride Along Collection,"['Action', 'Comedy']",en,9.895752,"['Universal Pictures', 'Rainforest Films', 'Cube Vision', 'Relativity Media']",99.0,['English'],Ride Along,6.1
22524,The Jack Ryan Collection,"['Action', 'Drama', 'Thriller']",en,11.234862,"['Paramount Pictures', 'Di Bonaventura Pictures', 'Mace Neufeld Productions', 'Skydance Productions', 'Etalon film', 'Buckaroo Entertainment']",105.0,['English'],Jack Ryan: Shadow Recruit,5.9
22525,Divergent Collection,"['Adventure', 'Action', 'Science Fiction']",en,21.572585,"['Summit Entertainment', 'Red Wagon Entertainment']",139.0,['English'],Divergent,6.9
22562,Johan Falk Collection,"['Action', 'Thriller']",sv,1.698838,"['Nordic Film', 'Sandrews', 'Nordisk Film- & TV-Fond', 'Film i Väst']",108.0,['svenska'],Zero Tolerance,6.7
22594,Justice League (Animated) Collection,['Animation'],en,8.138622,"['DC Comics', 'Warner Bros. Animation', 'DC Entertainment']",79.0,"['English', 'Deutsch']",Justice League: War,7.0
22595,Gamera Films,"['Adventure', 'Action', 'Science Fiction']",ja,0.903575,['Daiei Studios'],81.0,['日本語'],Gamera vs. Viras,5.0
22609,Easy Money Collection,"['Crime', 'Thriller', 'Drama']",sv,2.626464,"['Nordisk Film', 'The Movie Network (TMN)', 'Film i Väst', 'Sveriges Television', 'ZDF/Arte', 'Tre Vänner Produktion AB', 'Hobohm Brothers', 'Nordsvensk Filmunderhallning']",99.0,"['العربية', 'Hrvatski', 'English', '한국어/조선말', 'Srpski', 'Español', 'svenska']",Easy Money II,5.9
22677,Flowers in the Attic Collection,"['Drama', 'Mystery', 'Thriller', 'TV Movie']",en,5.658774,"['Front Street Pictures', 'Cue the Dog Productions', 'Lifetime Movie Network']",90.0,['English'],Flowers in the Attic,6.3
22683,French Fried Vacation,['Comedy'],fr,7.733817,"['Les Films Christian Fechner', 'TPS Cinéma', 'TF1 Films Production']",95.0,['Français'],French Fried Vacation 3,4.1
22703,Teen Beach Collection,"['Family', 'Music', 'TV Movie']",en,4.909843,"['Disney Channel', 'Rainforest Productions']",110.0,['English'],Teen Beach Movie,6.1
22707,Zatôichi: The Blind Swordsman,"['Adventure', 'Action', 'Drama']",ja,0.950665,"['Daiei Studios', 'Katsu Production Co. Ltd.']",96.0,['日本語'],Zatôichi the Outlaw,6.0
22708,Zatôichi: The Blind Swordsman,"['Adventure', 'Action', 'Drama']",ja,0.991587,['Daiei Studios'],87.0,['日本語'],Zatôichi Challenged,6.1
22709,Gamera Films,"['Adventure', 'Science Fiction', 'Action']",ja,0.441542,['Daiei Motion Picture Company'],82.0,['日本語'],Gamera vs. Guiron,4.3
22712,Behind Enemy Lines Collection,"['War', 'Action', 'Thriller']",en,3.146901,"['20th Century Fox Home Entertainment', 'WWE Studios']",94.0,"['English', 'Español']",Behind Enemy Lines III: Colombia,5.0
22718,The Lego Movie Collection,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",en,16.418133,"['Village Roadshow Pictures', 'DC Comics', 'Vertigo Entertainment', 'Lin Pictures', 'Warner Bros. Animation', 'LEGO', 'Warner Bros.', 'Animal Logic', 'Warner Animation Group', 'RatPac-Dune Entertainment']",100.0,['English'],The Lego Movie,7.5
22723,RoboCop Collection,"['Action', 'Science Fiction']",en,10.246549,"['Columbia Pictures', 'Strike Entertainment', 'Metro-Goldwyn-Mayer (MGM)']",102.0,['English'],RoboCop,5.7
22730,Nymphomaniac Collection,"['Drama', 'Mystery']",da,9.594157,['Zentropa Entertainments'],123.0,['English'],Nymphomaniac: Vol. II,6.6
22732,Annika Bengtzon Collection,"['Crime', 'Drama', 'Thriller']",sv,1.142933,['Yellow Bird Films'],0.0,['svenska'],A Place in the Sun,6.7
22752,The Secret Of NIMH Collection,"['Animation', 'Family']",en,2.34262,['Metro-Goldwyn-Mayer (MGM)'],79.0,['English'],The Secret of NIMH 2: Timmy to the Rescue,4.3
22762,The Four Collection,['Action'],zh,6.653942,['Beijing Enlight Pictures'],118.0,['Tiếng Việt'],The Four,6.5
22764,Don Collection,"['Action', 'Thriller']",hi,4.94964,"['Red Chillies Entertainment', 'Excel Entertainment']",145.0,"['Deutsch', 'हिन्दी', 'Türkçe']",Don 2: The King is Back,7.1
22767,Niko - Coleccion,"['Animation', 'Family', 'Adventure', 'Comedy']",en,3.232942,"['Anima Vitae', 'Ulysses', 'Cinemaker Oy']",79.0,['suomi'],"Niko 2 - Little Brother, Big Trouble",5.7
22776,The Three Brothers Collection,['Comedy'],fr,5.084853,['Wild Bunch Distribution'],0.0,['Français'],The Three Brothers: The Return,5.0
22780,Don't Go Breaking My Heart Collection,"['Romance', 'Comedy', 'Foreign']",cn,1.424099,['Milky Way Image Company'],115.0,['广州话 / 廣州話'],Don't Go Breaking My Heart,6.6
22830,The Cutting Edge Collection,"['Comedy', 'Drama', 'Romance']",en,6.865148,['Brookwell-McNamara Entertainment'],98.0,['English'],The Cutting Edge: Going for the Gold,5.5
22851,Bring It On Collection,['Comedy'],en,0.391552,['Universal Studios Home Entertainment'],102.0,"['Español', 'English']",Bring It On: Fight to the Finish,6.0
22861,"Ninja, Band of Assassins Collection",['Action'],ja,0.294923,['Daiei Studios'],93.0,['日本語'],Ninja 2,6.3
22893,Bionicle Collection,"['Action', 'Adventure', 'Animation', 'Family', 'Science Fiction']",en,6.897756,"['Miramax Films', 'Walt Disney Studios Home Entertainment']",70.0,"['Dansk', 'English']",Bionicle: Mask of Light,6.0
22902,Bionicle Collection,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']",en,1.988845,['Nitrogen Studios Canada'],74.0,"['English', 'Français']",Bionicle 3: Web of Shadows,6.1
22905,The Art of War Collection,"['Adventure', 'Action', 'Thriller']",en,1.986279,['Hollywood Media Bridge'],88.0,['English'],The Art of War III: Retribution,3.4
22921,Bionicle Collection,"['Action', 'Adventure', 'Animation', 'Family', 'Science Fiction']",en,2.698356,"['LEGO', 'Threshold Animation Studios', 'Tinseltown Toons']",80.0,['English'],Bionicle: The Legend Reborn,4.8
22927,300 Collection,"['Action', 'War']",en,12.904677,"['Legendary Pictures', 'Hollywood Gang Productions', 'Atmosphere Entertainment MM', 'Warner Bros.', 'Nimar Studios', 'Cruel and Unusual Films']",102.0,['English'],300: Rise of an Empire,6.1
22941,Contracted Collection,"['Horror', 'Thriller']",en,7.220003,"['BoulderLight Pictures', 'Southern Fried Films']",78.0,['English'],Contracted,5.0
22954,Department Q series,"['Thriller', 'Mystery', 'Crime']",da,7.721255,['Zentropa Entertainments'],100.0,"['Dansk', 'svenska', 'العربية']",The Keeper of Lost Causes,7.0
22961,Carmina - Colección,"['Drama', 'Comedy']",es,1.953346,"['Telecinco Cinema', 'Canal+', 'Andy Joke']",97.0,['Español'],Carmina and Amen,6.5
23008,Sniper Collection,"['War', 'Action', 'Thriller', 'Drama']",en,5.249191,"['ApolloMovie Beteiligungs', 'Film Afrika Worldwide', 'Stage 6 Films']",91.0,['English'],Sniper: Reloaded,5.2
23011,Meu Passado me Condena,['Comedy'],pt,2.994109,['Globo Filmes'],0.0,['Português'],Meu Passado me Condena,6.5
23012,My Mom is a Character Collection,['Comedy'],pt,4.402871,"['Globo Filmes', 'Paris Filmes', 'Migdal Filmes', 'Telecine Productions', 'Cenoura Filmes']",85.0,['Português'],My Mom Is a Character,7.7
23018,Ocho apellidos - Colección,"['Comedy', 'Romance']",es,5.255451,"['Telecinco Cinema', 'Lazonafilms', 'Kowalski Films']",98.0,"['euskera', 'Español']",Spanish Affair,6.8
23034,Torchy Blane,"['Crime', 'Drama']",en,0.244976,['Warner Bros.'],63.0,['English'],Blondes at Work,7.3
23037,Captain Harlock Collection,"['Animation', 'Science Fiction']",ja,7.857666,['Toei Animation Company'],115.0,['日本語'],Space Pirate Captain Harlock,6.4
23053,Captain America Collection,"['Action', 'Adventure', 'Science Fiction']",en,18.717704,['Marvel Studios'],136.0,['English'],Captain America: The Winter Soldier,7.6
23063,The Nut Job Collection,"['Animation', 'Comedy', 'Family', 'Adventure']",en,7.875793,"['Open Road Films', 'Gulfstream Pictures', 'Red Rover International', 'ToonBox Entertainment']",85.0,['English'],The Nut Job,5.5
23065,Belle et Sébastien,['Adventure'],fr,5.495053,"['Gaumont', 'M6 Films', 'Rhône-Alpes Cinéma', 'Epithète Films', 'M6', 'Orange Cinéma Séries', 'Région Rhône-Alpes', 'Radar Films', 'Centre National de la Cinématographie (CNC)', 'W9']",104.0,"['Deutsch', 'Français']",Belle and Sebastian,6.9
23085,BloodRayne Collection,"['Action', 'Adventure', 'Fantasy', 'Horror']",en,5.926797,['Boll Kino Beteiligungs GmbH & Co. KG'],79.0,['English'],BloodRayne: The Third Reich,3.7
23094,BloodRayne Collection,"['Action', 'Horror', 'Western']",en,4.531697,['Boll Kino Beteiligungs GmbH & Co. KG'],99.0,['English'],BloodRayne: Deliverance,3.2
23104,Prudence et Bélisaire Beresford Collection,"['Comedy', 'Mystery']",fr,2.331788,"['Rhône-Alpes Cinéma', 'France2 Cinéma']",105.0,"['English', 'Français']",By the Pricking of My Thumbs,5.6
23105,Prudence et Bélisaire Beresford Collection,"['Comedy', 'Crime']",fr,1.472975,['Les Films Français'],104.0,['Français'],Partners in Crime,5.5
23111,The Muppet Collection,"['Comedy', 'Adventure', 'Crime', 'Family']",en,7.244956,"['Buena Vista', 'Disney']",112.0,"['Deutsch', 'English']",Muppets Most Wanted,6.2
23155,The Discworld Collection,"['Fantasy', 'Comedy', 'Science Fiction']",en,5.818278,['The Mob Film Company'],182.0,['English'],Going Postal,7.0
23170,The Raid Collection,"['Action', 'Crime', 'Thriller']",id,8.434884,"['Pt. Merantau Films', 'XYZ Films']",150.0,"['العربية', 'Bahasa indonesia', '日本語', 'English']",The Raid 2,7.6
23173,Trancers Collection,"['Action', 'Science Fiction', 'Thriller']",en,2.739095,['Full Moon Entertainment'],85.0,"['English', 'Français']",Trancers II: The Return of Jack Deth,5.4
23187,The Amazing Spider-Man Collection,"['Action', 'Adventure', 'Fantasy']",en,26.23687,"['Columbia Pictures', 'Marvel Enterprises', 'Avi Arad Productions', 'Matt Tolmach Productions']",142.0,['English'],The Amazing Spider-Man 2,6.5
23193,Son of Batman Collection,"['Animation', 'Action', 'Adventure']",en,12.317738,"['DC Comics', 'Warner Bros. Animation', 'Warner Home Video', 'Warner Premiere', 'DC Entertainment']",74.0,['English'],Son of Batman,6.8
23195,Trancers Collection,"['Action', 'Science Fiction', 'Thriller']",en,2.651906,['Full Moon Entertainment'],75.0,"['English', 'Français']",Trancers 3: Deth Lives,5.9
23205,God's Not Dead Collection,['Drama'],en,6.097499,['Pure Flix Entertainment'],113.0,['English'],God's Not Dead,5.9
23224,Rio Collection,"['Animation', 'Adventure', 'Comedy', 'Family']",en,8.18534,"['Blue Sky Studios', 'Twentieth Century Fox Animation']",102.0,"['English', 'Português']",Rio 2,6.3
23237,Hatchet Collection,"['Horror', 'Thriller', 'Comedy', 'Action']",en,4.546004,"['ArieScope Pictures', 'Dark Sky Films']",89.0,['English'],Hatchet III,5.6
23246,A Haunted House Collection,"['Comedy', 'Horror']",en,8.172603,"['Automatik Entertainment', 'Open Road Films']",87.0,['English'],A Haunted House 2,5.4
23248,Mulan Collection,"['Animation', 'Comedy', 'Family', 'Action']",en,7.424487,"['Walt Disney Pictures', 'DisneyToon Studios', 'SD Entertainment']",79.0,['English'],Mulan II,6.0
23277,"Ninja, Band of Assassins Collection","['Action', 'Foreign', 'Drama', 'History']",en,0.497615,['Daiei Studios'],87.0,['日本語'],Ninja 4: Siege,3.8
23296,Super Giant Collection,"['Action', 'Foreign', 'Science Fiction']",en,0.237749,"['Shintoho Company', 'Walter Manley Enterprises']",76.0,['English'],Attack from Space,5.0
23300,A Golden Christmas Collection,"['Family', 'Romance', 'Comedy']",en,5.648219,['Maple Island Films'],95.0,['English'],A Golden Christmas,3.5
23309,Neighbors Collection,['Comedy'],en,11.90575,"['Universal Pictures', 'Point Grey Pictures', 'Good Universe']",96.0,['English'],Neighbors,6.2
23317,Alpha and Omega Collection,"['Animation', 'Adventure', 'Comedy']",en,2.771081,"['LionsGate', 'Crest Animation Productions']",45.0,['English'],Alpha and Omega 2: A Howl-iday Adventure,5.4
23318,Alpha and Omega Collection,"['Animation', 'Family', 'Adventure', 'Comedy']",en,2.455786,"['Lionsgate', 'Crest Animation Productions']",45.0,['English'],Alpha and Omega 3: The Great Wolf Games,4.2
23345,Into the Blue Collection,['Action'],en,5.431335,"['Mandalay Pictures', 'Brookwell-McNamara Entertainment', 'MGM Home Entertainment', 'Metro-Goldwyn-Mayer (MGM)']",92.0,['English'],Into the Blue 2: The Reef,5.1
23355,"Martin Scorsese’s World Cinema Project, Vol. 1","['History', 'Drama']",es,1.381365,"['Estudios Churubusco Azteca', 'Secretaría de Educación Pública']",65.0,['Español'],Redes,5.0
23356,Zatôichi: The Blind Swordsman,"['Adventure', 'Action', 'Drama']",ja,0.351251,['Daiei Studios'],84.0,['日本語'],Samaritan Zatôichi,5.6
23359,X-Men Collection,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",en,26.058586,"['Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Marvel Entertainment', 'Bad Hat Harry Productions', 'TSG Entertainment', 'Down Productions', 'Revolution Sun Studios']",131.0,['English'],X-Men: Days of Future Past,7.5
23372,"Martin Scorsese’s World Cinema Project, Vol. 1",['Documentary'],ar,0.717206,"['Ohra-Sogeav', 'Interfilms']",90.0,['العربية'],Trances,6.4
23374,Zatôichi: The Blind Swordsman,"['Adventure', 'Action', 'Drama']",ja,0.440479,['Daiei Motion Picture Company'],82.0,['日本語'],Zatôichi and the Fugitives,5.0
23375,Zatôichi: The Blind Swordsman,"['Adventure', 'Action', 'Drama']",ja,0.145289,"['Toho Company', 'Katsu Production Co. Ltd.']",90.0,['日本語'],Zatôichi at Large,6.0
23392,Zatôichi: The Blind Swordsman,"['Adventure', 'Action', 'Drama']",ja,1.059291,"['Toho Company', 'Katsu Production Co. Ltd.']",95.0,['日本語'],Zatôichi in Desperation,5.4
23396,Zatôichi: The Blind Swordsman,"['Action', 'Drama']",ja,0.899505,"['Toho Company', 'Katsu Production Co. Ltd.']",88.0,['日本語'],Zatôichi's Conspiracy,6.1
23414,The Worricker Collection,"['Thriller', 'Drama', 'Action', 'Mystery']",en,5.750384,"['BBC Films', 'Carnival Films', 'Heyday Films', 'Masterpiece', 'Beagle Pug Films']",95.0,['English'],Turks & Caicos,6.5
23415,The Worricker Collection,"['Action', 'Drama', 'Crime']",en,5.628651,"['BBC Films', 'Carnival Films', 'Heyday Films']",93.0,['English'],Salting the Battlefield,6.3
23448,Vixens Collection,['Comedy'],en,4.565827,['RM Films International'],93.0,['English'],Beneath the Valley of the Ultra-Vixens,5.4
23472,Mission: Impossible Collection,"['Action', 'Adventure', 'Thriller']",en,17.836882,"['Paramount Pictures', 'Skydance Productions', 'China Movie Channel', 'Bad Robot', 'TC Productions', 'Alibaba Pictures Group', 'Odin']",131.0,"['Deutsch', 'English', 'svenska']",Mission: Impossible - Rogue Nation,7.1
23489,Bad Ass Collection,['Action'],en,7.164554,"['Silver Nitrate Films', 'Sense and Sensibility Ventures']",91.0,"['English', 'Español']",Bad Ass 2: Bad Asses,5.7
23526,Tangled Collection,"['Animation', 'Comedy', 'Action', 'Family']",en,9.953967,['Walt Disney Animation Studios'],6.0,['English'],Tangled Ever After,7.1
23553,Jump Street Collection,"['Crime', 'Comedy', 'Action']",en,10.901496,"['Columbia Pictures', 'Original Film', 'Media Rights Capital', 'Metro-Goldwyn-Mayer (MGM)', 'Cannell Studios', 'LStar Capital', '33andOut Productions', 'JHF Productions']",112.0,['English'],22 Jump Street,7.0
